State,Jurisdiction,All,Yes,No,County,Facility
Iowa,Plymouth County - Plymouth County Sheriff/Jail,42,15,27,Plymouth County,Plymouth County Sheriff/Jail
Iowa,Harrison County - Harrison County Jail,42,22,20,Harrison County,Harrison County Jail
Iowa,Keokuk County - Webster County Jail,39,15,24,Keokuk County,Webster County Jail
Iowa,Lyon County - Lyon County Jail,39,22,17,Lyon County,Lyon County Jail
Iowa,Osceola County - Osceola Co Jail,37,8,29,Osceola County,Osceola Co Jail
Iowa,Benton County - Benton Co Jail,31,20,11,Benton County,Benton Co Jail
Iowa,Clayton County - Clayton County Jail,31,16,15,Clayton County,Clayton County Jail
Iowa,Clarke County - Clarke Co Sheriff,31,3,28,Clarke County,Clarke Co Sheriff
Iowa,Montgomery County - Montgomery County Jail,29,13,16,Montgomery County,Montgomery County Jail
Iowa,Jones County - Anamosa State Penitentiar,29,7,22,Jones County,Anamosa State Penitentiar
Iowa,Allamakee County - Allamakee County Jail,28,16,12,Allamakee County,Allamakee County Jail
Iowa,Jones County - Jones County Jail,28,23,5,Jones County,Jones County Jail
Iowa,Jasper County - Jasper Co Jail,27,11,16,Jasper County,Jasper Co Jail
Iowa,Hancock County - Hancock County Jail,26,5,21,Hancock County,Hancock County Jail
Iowa,Cherokee County - Cherokee County Sheriff's Office,26,8,18,Cherokee County,Cherokee County Sheriff's Office
Iowa,Henry County - Mt Pleasant Correctional,24,15,9,Henry County,Mt Pleasant Correctional
Iowa,"Shelby County - Shelby County Jail, Iowa",23,10,13,Shelby County,"Shelby County Jail, Iowa"
Iowa,Lee County - Lee County Sheriff/Jail,22,16,6,Lee County,Lee County Sheriff/Jail
Iowa,Warren County - Warren County Jail,20,5,15,Warren County,Warren County Jail
Iowa,Polk County - Des Moines Hold Room,20,1,19,Polk County,Des Moines Hold Room
Iowa,Polk County - Ia Dept Of Corrections Hq,20,13,7,Polk County,Ia Dept Of Corrections Hq
Iowa,Jasper County - Newton Corr'l Release Ctr,19,13,6,Jasper County,Newton Corr'l Release Ctr
Iowa,Fayette County - Fayette County Jail,18,8,10,Fayette County,Fayette County Jail
Iowa,Marion County - Marion County Jail,17,3,14,Marion County,Marion County Jail
Iowa,Des Moines County - Des Moines County Jail,16,2,14,Des Moines County,Des Moines County Jail
Iowa,Worth County - Worth County Jail,16,6,10,Worth County,Worth County Jail
Iowa,"Floyd County - Floyd County, Iowa Jail",15,9,6,Floyd County,"Floyd County, Iowa Jail"
Iowa,Taylor County - Taylor County Courthouse,15,1,14,Taylor County,Taylor County Courthouse
Iowa,Dallas County - Perry Police Dept.,15,,15,Dallas County,Perry Police Dept.
Iowa,Fremont County - Fremont County Sheriff,14,4,10,Fremont County,Fremont County Sheriff
Iowa,Ida County - Ida County Jail,13,6,7,Ida County,Ida County Jail
Iowa,Union County - Union County Jail,12,7,5,Union County,Union County Jail
Iowa,Adams County - Adams County Jail,12,4,8,Adams County,Adams County Jail
Iowa,Winnebago County - Winnebago County Sheriff/Jail,12,1,11,Winnebago County,Winnebago County Sheriff/Jail
Iowa,Greene County - Greene County Jail,12,3,9,Greene County,Greene County Jail
Iowa,Mills County - Mills County Jail,11,5,6,Mills County,Mills County Jail
Iowa,"Cass County - Cass Co, Ia, Corr Facilit",11,6,5,Cass County,"Cass Co, Ia, Corr Facilit"
Iowa,Madison County - Madison County Jail,10,4,6,Madison County,Madison County Jail
Iowa,Lee County - Iowa State Penitentiary,10,5,5,Lee County,Iowa State Penitentiary
Iowa,Kossuth County - Kossuth County Jail,10,2,8,Kossuth County,Kossuth County Jail
Iowa,Mahaska County - Mahaska County Jail,9,,9,Mahaska County,Mahaska County Jail
Iowa,Delaware County - Delaware County Jail,9,3,6,Delaware County,Delaware County Jail
Iowa,"Bremer County - Bremer Co Jail, Iowa",7,6,1,Bremer County,"Bremer Co Jail, Iowa"
Iowa,Poweshiek County - Poweshiek County Jail,7,4,3,Poweshiek County,Poweshiek County Jail
Iowa,"Monona County - Monona County Jail, Iowa",7,3,4,Monona County,"Monona County Jail, Iowa"
Iowa,Linn County - Cedar Rapids Hold Room,6,1,5,Linn County,Cedar Rapids Hold Room
Iowa,Palo Alto County - Palo Alto County Jail,6,2,4,Palo Alto County,Palo Alto County Jail
Iowa,Page County - Clarinda Corr. Treat. Fac.,5,5,,Page County,Clarinda Corr. Treat. Fac.
Iowa,Woodbury County - Sioux City Hold Room,5,,5,Woodbury County,Sioux City Hold Room
Iowa,Cedar County - Cedar County Jail,5,1,4,Cedar County,Cedar County Jail
Iowa,Howard County - Howard County Jail,5,4,1,Howard County,Howard County Jail
Iowa,Van Buren County - Van Buren County Jail,5,1,4,Van Buren County,Van Buren County Jail
Iowa,Pocahontas County - Pocahontas County Jail,5,2,3,Pocahontas County,Pocahontas County Jail
Iowa,"Butler County - Butler Co Jail, Iowa",4,2,2,Butler County,"Butler Co Jail, Iowa"
Iowa,Woodbury County - Woodbury Co Juv Det Cntr.,4,,4,Woodbury County,Woodbury Co Juv Det Cntr.
Iowa,Jefferson County - Jefferson County Jail,3,1,2,Jefferson County,Jefferson County Jail
Iowa,Keokuk County - Keokuk County Jail,3,2,1,Keokuk County,Keokuk County Jail
Iowa,Page County - Page County Jail,3,1,2,Page County,Page County Jail
Iowa,Franklin County - Hampton Police Dept.,3,,3,Franklin County,Hampton Police Dept.
Iowa,Monroe County - Monroe County Jail,2,,2,Monroe County,Monroe County Jail
Iowa,Iowa County - Iowa County Jail,2,,2,Iowa County,Iowa County Jail
Iowa,Clay County - Spencer Police Dept.,2,,2,Clay County,Spencer Police Dept.
Iowa,Guthrie County - Guthrie County Sheriff's Office,1,,1,Guthrie County,Guthrie County Sheriff's Office
Iowa,Buchanan County - Public Safety Center,1,1,,Buchanan County,Public Safety Center
Iowa,Calhoun County - North Central Corr. Fac.,1,1,,Calhoun County,North Central Corr. Fac.
Iowa,Polk County - Camp Dodge,1,,1,Polk County,Camp Dodge
Michigan,All,"9,948","5,512","4,436",All,All
Michigan,Kent County - Kent County Facility,"1,904","1,450",454,Kent County,Kent County Facility
Michigan,"Oakland County - Oakland Co., Pontiac, Mi",860,440,420,Oakland County,"Oakland Co., Pontiac, Mi"
Michigan,"Jackson County - Egeler Cor Fac,jackson,mi",717,194,523,Jackson County,"Egeler Cor Fac,jackson,mi"
Michigan,"Wayne County - Wayne County, Detroit",528,158,370,Wayne County,"Wayne County, Detroit"
Michigan,"Wayne County - Us Marshal's, E.Dist. Mi",437,85,352,Wayne County,"Us Marshal's, E.Dist. Mi"
Michigan,"Oceana County - Oceana County, Hart, Mi",402,329,73,Oceana County,"Oceana County, Hart, Mi"
Michigan,Ottawa County - Ottawa County Jail,367,293,74,Ottawa County,Ottawa County Jail
Michigan,Washtenaw County - Milan Fed.Corr.Inst.,358,72,286,Washtenaw County,Milan Fed.Corr.Inst.
Michigan,"Kent County - Us Marshal-Grand Rapids, Mi",330,99,231,Kent County,"Us Marshal-Grand Rapids, Mi"
Michigan,"Macomb County - Macomb Co.Mt.Clemens,mi.",289,159,130,Macomb County,"Macomb Co.Mt.Clemens,mi."
Michigan,Calhoun County - Calhoun County Facility,251,185,66,Calhoun County,Calhoun County Facility
Michigan,Washtenaw County - Washtenaw County Facility,226,118,108,Washtenaw County,Washtenaw County Facility
Michigan,"St. Joseph County - St Joseph Co,centreville,",222,169,53,St. Joseph County,"St Joseph Co,centreville,"
Michigan,"Allegan County - Allegan Co. Sher. All.,mi",218,165,53,Allegan County,"Allegan Co. Sher. All.,mi"
Michigan,"Berrien County - Berrien Co, St.Jo.,mi",213,173,40,Berrien County,"Berrien Co, St.Jo.,mi"
Michigan,"Van Buren County - Van Buren County Jail, Mi",195,141,54,Van Buren County,"Van Buren County Jail, Mi"
Michigan,"Branch County - Branch Co, Coldwater, Mi",140,108,32,Branch County,"Branch Co, Coldwater, Mi"
Michigan,"Ionia County - Ionia Co., Ionia, Mi.",134,110,24,Ionia County,"Ionia Co., Ionia, Mi."
Michigan,"Newaygo County - Newaygo Co.White Cloud,mi",121,77,44,Newaygo County,"Newaygo Co.White Cloud,mi"
Michigan,Ingham County - Ingham County Jail,119,82,37,Ingham County,Ingham County Jail
Michigan,Kalamazoo County - Kalamazoo Co.Kalamazoo.Mi,112,76,36,Kalamazoo County,Kalamazoo Co.Kalamazoo.Mi
Michigan,"Jackson County - Jackson Co., Jackson,mi",102,43,59,Jackson County,"Jackson Co., Jackson,mi"
Michigan,Wayne County - Dearborn Police Department Facility,99,21,78,Wayne County,Dearborn Police Department Facility
Michigan,"Lenawee County - Lenawee Co,adrian, Mi",81,47,34,Lenawee County,"Lenawee Co,adrian, Mi"
Michigan,Monroe County - Monroe County Facility,79,43,36,Monroe County,Monroe County Facility
Michigan,Wayne County - Detroit Immigration Holding Facilit,68,9,59,Wayne County,Detroit Immigration Holding Facilit
Michigan,Muskegon County - Muskegon County Jail,62,44,18,Muskegon County,Muskegon County Jail
Michigan,Wayne County - Detroit Police 1st Pct.,50,6,44,Wayne County,Detroit Police 1st Pct.
Michigan,"Wayne County - Taylor Pd,taylor, Mi",50,24,26,Wayne County,"Taylor Pd,taylor, Mi"
Michigan,"Saginaw County - Saginaw Co., Saginaw, Mi",49,28,21,Saginaw County,"Saginaw Co., Saginaw, Mi"
Michigan,Wayne County - Canton Township Police Dept.,49,12,37,Wayne County,Canton Township Police Dept.
Michigan,"Cass County - Cass Co., Cassopolis,mi",46,32,14,Cass County,"Cass Co., Cassopolis,mi"
Michigan,"Ottawa County - Holland Pd, Holland,mi.",46,28,18,Ottawa County,"Holland Pd, Holland,mi."
Michigan,"Grand Traverse County - Grand Traverse Co.,g.T.Mi",43,23,20,Grand Traverse County,"Grand Traverse Co.,g.T.Mi"
Michigan,Chippewa County - Chippewa County Facility,39,20,19,Chippewa County,Chippewa County Facility
Michigan,"Eaton County - Eaton Co.,charlotte, Mi",36,26,10,Eaton County,"Eaton Co.,charlotte, Mi"
Michigan,"Lapeer County - Lapeer Co., Lapeer. Mi.",35,25,10,Lapeer County,"Lapeer Co., Lapeer. Mi."
Michigan,"Genesee County - Genesee Co., Flint, Mi.",34,16,18,Genesee County,"Genesee Co., Flint, Mi."
Michigan,Oakland County - Novi Police Dept.,32,15,17,Oakland County,Novi Police Dept.
Michigan,"Wayne County - Detroit Police Dept, 2nd Pct",32,9,23,Wayne County,"Detroit Police Dept, 2nd Pct"
Michigan,"Luce County - Newberry C.F.,newberry,mi",32,16,16,Luce County,"Newberry C.F.,newberry,mi"
Michigan,"Jackson County - Charles Egler Fac,jackson",31,10,21,Jackson County,"Charles Egler Fac,jackson"
Michigan,Mason County - Mason County Jail,26,19,7,Mason County,Mason County Jail
Michigan,Clinton County - Clinton County Jail,24,13,11,Clinton County,Clinton County Jail
Michigan,"Leelanau County - Leelanau Co,leland,mi",21,15,6,Leelanau County,"Leelanau Co,leland,mi"
Michigan,Isabella County - Isabella County Jail,21,15,6,Isabella County,Isabella County Jail
Michigan,"Montcalm County - Montcalm Co., Stanton,mi.",21,16,5,Montcalm County,"Montcalm Co., Stanton,mi."
Michigan,Wayne County - Hamtramck Police Dept.,20,3,17,Wayne County,Hamtramck Police Dept.
Michigan,"Chippewa County - Kinross Correc-Kinross,mi",17,9,8,Chippewa County,"Kinross Correc-Kinross,mi"
Michigan,"Lapeer County - Thumb Regional, Lapeer,mi",16,3,13,Lapeer County,"Thumb Regional, Lapeer,mi"
Michigan,"Huron County - Huron Co, Bad Axe, Mi.",16,3,13,Huron County,"Huron Co, Bad Axe, Mi."
Michigan,Shiawassee County - Shiawassee County Jail,15,11,4,Shiawassee County,Shiawassee County Jail
Michigan,St. Clair County - St. Clair County Facility,15,7,8,St. Clair County,St. Clair County Facility
Michigan,"Bay County - Bay Co. Jail, Bay Cty,mi.",15,10,5,Bay County,"Bay Co. Jail, Bay Cty,mi."
Michigan,"Jackson County - G Robert Cotton,jackson",15,4,11,Jackson County,"G Robert Cotton,jackson"
Michigan,"Manistee County - Manistee Co,manistee,mi",15,11,4,Manistee County,"Manistee Co,manistee,mi"
Michigan,Barry County - Barry County Jail,14,11,3,Barry County,Barry County Jail
Michigan,"Macomb County - Macomb Region,new Haven,m",14,4,10,Macomb County,"Macomb Region,new Haven,m"
Michigan,Wayne County - Dearborn Heights Police Dept.,14,4,10,Wayne County,Dearborn Heights Police Dept.
Michigan,Missaukee County - Missaukee County Jail,13,8,5,Missaukee County,Missaukee County Jail
Michigan,Wayne County - Allen Park Police Dept.,13,4,9,Wayne County,Allen Park Police Dept.
Michigan,"Saginaw County - Saginaw, Regional Corr",12,2,10,Saginaw County,"Saginaw, Regional Corr"
Michigan,"Lenawee County - Gus Harrison, Adrian,mi",12,5,7,Lenawee County,"Gus Harrison, Adrian,mi"
Michigan,"Macomb County - Roseville P.D.,roseville,",12,4,8,Macomb County,"Roseville P.D.,roseville,"
Michigan,Wayne County - Romulus City Police Dept.,11,1,10,Wayne County,Romulus City Police Dept.
Michigan,"Benzie County - Benzie Co., Beulah, Mi",10,8,2,Benzie County,"Benzie Co., Beulah, Mi"
Michigan,"Muskegon County - Muskegon Cor, Muskegon,mi",10,5,5,Muskegon County,"Muskegon Cor, Muskegon,mi"
Michigan,Emmet County - Emmet County Sheriff/Jail,10,3,7,Emmet County,Emmet County Sheriff/Jail
Michigan,Washtenaw County - Women's Huron Valley C.F.,9,2,7,Washtenaw County,Women's Huron Valley C.F.
Michigan,Oakland County - Farmington Hills Police Dept.,9,3,6,Oakland County,Farmington Hills Police Dept.
Michigan,Antrim County - Antrim County Sheriff/Jail,9,4,5,Antrim County,Antrim County Sheriff/Jail
Michigan,"Roscommon County - Roscommon Co,roscommon,mi",8,7,1,Roscommon County,"Roscommon Co,roscommon,mi"
Michigan,"Wayne County - Trenton City Jail,trenton",8,1,7,Wayne County,"Trenton City Jail,trenton"
Michigan,Wayne County - Redford Police Dept.,8,1,7,Wayne County,Redford Police Dept.
Michigan,Oakland County - Pontiac Corr. Facility,8,4,4,Oakland County,Pontiac Corr. Facility
Michigan,Gratiot County - Central Michigan Corr. Facility,7,5,2,Gratiot County,Central Michigan Corr. Facility
Michigan,Manistee County - Oaks Correctional Facility,7,2,5,Manistee County,Oaks Correctional Facility
Michigan,Mecosta County - Mecosta County Jail,7,6,1,Mecosta County,Mecosta County Jail
Michigan,Wexford County - Wexford County Jail,7,3,4,Wexford County,Wexford County Jail
Michigan,"Charlevoix County - Charlevoix Co, Charlev,mi",7,5,2,Charlevoix County,"Charlevoix Co, Charlev,mi"
Michigan,Wayne County - Van Buren Township Pd,7,2,5,Wayne County,Van Buren Township Pd
Michigan,"Ionia County - Mi Reformatory,ionia,mi",7,,7,Ionia County,"Mi Reformatory,ionia,mi"
Michigan,"Wayne County - Mound Corr Fac,detroit,mi",6,4,2,Wayne County,"Mound Corr Fac,detroit,mi"
Michigan,Ionia County - Bellamy Creek Corr. Facility,6,3,3,Ionia County,Bellamy Creek Corr. Facility
Michigan,Wayne County - Det Pd 4th Prec.,6,1,5,Wayne County,Det Pd 4th Prec.
Michigan,"Jackson County - Jackson St.Pr.,jackson,mi",6,1,5,Jackson County,"Jackson St.Pr.,jackson,mi"
Michigan,Muskegon County - West Shoreline Corr. Fac.,6,3,3,Muskegon County,West Shoreline Corr. Fac.
Michigan,Hillsdale County - Hillsdale County Jail,6,5,1,Hillsdale County,Hillsdale County Jail
Michigan,"Branch County - Lakeland Corr Coldwater,m",6,4,2,Branch County,"Lakeland Corr Coldwater,m"
Michigan,Wayne County - Det Pd 3rd Prec,6,1,5,Wayne County,Det Pd 3rd Prec
Michigan,Iron County - Iron County Sheriff/Jail,5,4,1,Iron County,Iron County Sheriff/Jail
Michigan,"Ionia County - Handlon Mi Training,ionia",5,2,3,Ionia County,"Handlon Mi Training,ionia"
Michigan,"Muskegon County - Brooks Reg Fac,muskeg,mi",5,,5,Muskegon County,"Brooks Reg Fac,muskeg,mi"
Michigan,Wayne County - Plymouth Township Police Dept.,5,3,2,Wayne County,Plymouth Township Police Dept.
Michigan,"Wayne County - Det Receiving Hosp,det,mi",5,2,3,Wayne County,"Det Receiving Hosp,det,mi"
Michigan,Wayne County - Ryan Regional Corr Facili,5,,5,Wayne County,Ryan Regional Corr Facili
Michigan,"Marquette County - Marquette Co,marquette Mi",5,4,1,Marquette County,"Marquette Co,marquette Mi"
Michigan,"Kent County - Gr Rapids Cor Cen, Gr,mi",5,1,4,Kent County,"Gr Rapids Cor Cen, Gr,mi"
Michigan,Wayne County - Wayne County Youtht.Mi,4,1,3,Wayne County,Wayne County Youtht.Mi
Michigan,"Sanilac County - Carson City, Carson, Mi",4,2,2,Sanilac County,"Carson City, Carson, Mi"
Michigan,Monroe County - Monroe County Jail (Main),4,3,1,Monroe County,Monroe County Jail (Main)
Michigan,Gogebic County - Gogebic County Jail,4,1,3,Gogebic County,Gogebic County Jail
Michigan,"Iosco County - Iosco Co., Tawas, Mi.",4,4,,Iosco County,"Iosco Co., Tawas, Mi."
Michigan,Tuscola County - Tuscola County Jail,4,3,1,Tuscola County,Tuscola County Jail
Michigan,Wayne County - Det Pd 12th Prec.,4,1,3,Wayne County,Det Pd 12th Prec.
Michigan,Wayne County - Brownstown Police Dept.,4,4,,Wayne County,Brownstown Police Dept.
Michigan,Wayne County - Detroit Detention Center,3,,3,Wayne County,Detroit Detention Center
Michigan,Wayne County - Det Pd 11th Prec.,3,1,2,Wayne County,Det Pd 11th Prec.
Michigan,"Crawford County - Crawford Co, Grayling,mi.",3,,3,Crawford County,"Crawford Co, Grayling,mi."
Michigan,Saginaw County - Buena Vista Correctional,3,2,1,Saginaw County,Buena Vista Correctional
Michigan,Alger County - Alger County Jail,3,1,2,Alger County,Alger County Jail
Michigan,Jackson County - Cooper Street Corr. Facility,3,2,1,Jackson County,Cooper Street Corr. Facility
Michigan,"Lake County - Lake Co, Baldwin,mi",3,2,1,Lake County,"Lake Co, Baldwin,mi"
Michigan,Ionia County - Richard A Handlon Corr.Fac.,3,,3,Ionia County,Richard A Handlon Corr.Fac.
Michigan,Macomb County - Macomb Correctional Facility,3,2,1,Macomb County,Macomb Correctional Facility
Michigan,"Wayne County - Belleville Pd, Belvil, Mi",3,,3,Wayne County,"Belleville Pd, Belvil, Mi"
